Fake_Student_ID,Race,Ethnicity,Sex,LEP,HomeLanguage,SpEdFlag,TAGFlag,Econ_Disadvantage,Migrant,DyslexiaFlag
11017412,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017415,Hispanic,H,M,F,English,F,T,T,N,F
11017418,Hispanic,H,M,T,Spanish,F,F,F,N,F
11017421,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017424,Hispanic,H,F,F,English,T,F,F,N,F
11017427,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017433,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017439,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017445,Hispanic,H,F,F,Spanish,F,F,T,N,F
11017454,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017460,Hispanic,H,M,F,English,F,F,T,N,F
11017466,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017469,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017472,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017478,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017484,Hispanic,H,F,T,Spanish,F,T,T,N,F
11017493,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017499,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017502,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017505,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017508,Hispanic,H,M,F,Spanish,F,T,T,N,F
11017517,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017520,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017526,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017535,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017538,Hispanic,H,F,T,Spanish,F,F,F,N,F
11017541,Hispanic,H,M,F,English,F,F,T,N,F
11017544,Hispanic,H,M,T,Spanish,F,T,T,N,F
11017547,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017550,Hispanic,H,M,T,Spanish,F,T,F,N,F
11017556,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017562,Hispanic,H,M,F,English,F,F,T,N,F
11017571,Hispanic,H,F,T,Spanish,F,F,F,N,F
11017574,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017586,Hispanic,H,M,T,Spanish,T,F,T,N,F
11017589,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017595,Hispanic,H,F,F,English,F,F,T,N,F
11017598,Black or African American,N,M,F,English,F,F,T,N,F
11017604,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017607,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017610,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017613,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017619,Hispanic,H,F,T,Spanish,F,T,T,N,F
11017622,Hispanic,H,M,F,English,F,F,T,N,F
11017625,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017628,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017631,Hispanic,H,M,T,Spanish,F,T,T,N,F
11017637,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017652,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017664,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017670,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017673,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017679,Hispanic,H,M,T,Spanish,F,T,T,N,F
11017682,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017685,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017688,Asian,N,M,T,Nepali,F,F,T,N,F
11017691,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017697,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017700,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017706,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017712,Hispanic,H,F,T,Spanish,F,T,T,N,F
11017721,Hispanic,H,M,F,Spanish,F,T,T,N,F
11017724,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017727,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017730,Hispanic,H,M,F,English,F,F,F,N,F
11017733,Hispanic,H,M,T,Spanish,F,T,T,N,F
11017736,Hispanic,H,F,T,Spanish,F,T,T,N,F
11017739,Hispanic,H,M,T,Spanish,F,T,T,N,F
11017742,American Indian or Alaskan Na,N,F,T,Spanish,F,F,T,N,F
11017748,Black or African American,N,F,F,English,F,F,T,N,F
11017751,Hispanic,H,F,F,English,F,F,T,N,F
11017754,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017757,Black or African American,N,F,F,English,F,F,T,N,F
11017760,Black or African American,N,M,F,English,F,F,T,N,F
11017763,Hispanic,H,F,T,Spanish,F,F,F,N,F
11017766,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017772,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017787,White,N,M,F,English,F,F,F,N,F
11017790,Hispanic,H,F,T,Spanish,F,T,T,N,F
11017793,White,N,M,F,English,F,T,F,N,F
11017796,Black or African American,N,M,F,English,F,F,T,N,F
11017808,Hispanic,H,F,T,Spanish,F,T,T,N,F
11017811,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017820,Hispanic,H,F,F,Spanish,F,T,T,N,F
11017823,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017829,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017835,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017841,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017853,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017859,Black or African American,N,F,F,English,F,F,T,N,F
11017862,Hispanic,H,M,F,Spanish,F,F,T,N,F
11017868,Hispanic,H,M,F,English,F,F,T,N,F
11017871,Hispanic,H,M,T,Spanish,T,F,T,N,F
11017874,Hispanic,H,F,F,English,F,T,T,N,F
11017880,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017892,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017895,Hispanic,H,M,T,Spanish,F,T,T,N,F
11017898,Hispanic,H,M,F,English,T,F,T,N,F
11017901,Hispanic,H,F,T,Spanish,T,F,T,N,F
11017904,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017913,Hispanic,H,M,T,Spanish,F,T,T,N,F
11017916,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017919,Hispanic,H,F,F,English,F,F,T,N,F
11017922,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017925,Black or African American,N,M,T,Amharic,F,F,T,N,F
11017931,Hispanic,H,F,F,Spanish,F,F,T,N,F
11017937,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017940,Black or African American,N,F,F,English,F,F,T,N,F
11017946,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017949,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017958,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017961,Hispanic,H,F,T,Spanish,F,F,T,N,F
11017964,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017973,White,N,F,F,Arabic,F,F,T,N,F
11017982,Hispanic,H,M,T,Spanish,F,F,T,N,F
11017985,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018009,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018012,Hispanic,H,M,F,English,F,F,F,N,F
11018015,Black or African American,N,F,F,English,F,F,T,N,F
11018018,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018030,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018042,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018048,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018051,Hispanic,H,M,F,English,F,F,T,N,F
11018057,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018063,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018066,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018069,Black or African American,N,F,F,English,F,F,F,N,F
11018072,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018075,Hispanic,H,M,F,English,F,F,F,N,F
11018078,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018081,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018087,Black or African American,N,M,T,Swahili,F,F,T,N,F
11018090,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018093,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018096,Hispanic,H,F,T,Spanish,F,F,F,N,F
11018099,Hispanic,H,M,F,English,F,T,F,N,F
11018105,Hispanic,H,M,F,Spanish,F,T,T,N,F
11018114,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018117,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018120,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018123,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018132,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018138,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018165,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018174,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018177,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018180,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018186,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018189,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018192,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018201,Hispanic,H,M,F,Spanish,F,T,T,N,F
11018204,Hispanic,H,F,T,Spanish,F,T,T,N,F
11018213,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018216,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018222,Hispanic,H,F,T,Spanish,F,T,T,N,F
11018228,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018234,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018249,Hispanic,H,F,T,Spanish,T,F,T,N,F
11018252,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018255,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018258,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018282,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018288,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018291,Hispanic,H,M,T,Spanish,F,F,F,N,F
11018294,Hispanic,H,M,F,English,F,F,T,N,F
11018297,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018303,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018309,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018324,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018327,Hispanic,H,F,T,Spanish,F,F,F,N,F
11018330,Hispanic,H,M,T,Spanish,T,F,T,N,F
11018333,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018339,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018342,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018345,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018348,Black or African American,N,F,F,English,F,F,T,N,F
11018351,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018354,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018360,Hispanic,H,M,F,English,F,F,T,N,F
11018363,Hispanic,H,M,F,English,F,F,T,N,F
11018366,Black or African American,N,F,F,English,F,F,T,N,F
11018375,Hispanic,H,M,T,Spanish,T,F,T,N,F
11018381,Hispanic,H,F,F,English,F,F,T,N,F
11018384,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018393,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018396,Hispanic,H,F,F,English,F,F,T,N,F
11018405,Black or African American,N,F,T,English,F,F,F,N,F
11018408,Hispanic,H,F,T,Spanish,F,T,T,N,F
11018414,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018417,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018426,Black or African American,N,M,T,Amharic,F,T,T,N,F
11018429,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018432,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018435,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018438,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018444,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018465,Hispanic,H,M,F,English,F,F,T,N,F
11018474,Hispanic,H,F,T,Spanish,F,T,T,N,F
11018486,Black or African American,N,M,F,English,F,F,T,N,F
11018510,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018516,Hispanic,H,F,F,English,F,F,F,N,F
11018525,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018531,Hispanic,H,F,F,English,F,T,T,N,F
11018540,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018543,Hispanic,H,M,T,Spanish,T,F,T,N,F
11018546,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018555,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018570,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018573,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018576,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018579,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018582,Black or African American,N,M,F,English,F,T,T,N,F
11018588,Hispanic,H,F,T,Spanish,F,T,T,N,F
11018591,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018594,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018597,Black or African American,N,F,F,English,F,F,T,N,F
11018603,Black or African American,N,F,F,English,F,F,T,N,F
11018609,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018615,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018618,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018627,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018636,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018639,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018648,Black or African American,N,F,F,English,F,F,T,N,F
11018651,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018657,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018666,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018672,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018675,Asian,N,F,T,Burmese,F,F,T,N,F
11018678,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018687,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018696,Hispanic,H,M,F,English,F,F,T,N,F
11018705,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018708,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018714,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018717,Hispanic,H,F,F,Spanish,F,T,T,N,F
11018723,Hispanic,H,M,F,English,F,F,T,N,F
11018732,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018744,Hispanic,H,M,F,English,F,F,T,N,F
11018747,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018753,Hispanic,H,F,F,English,F,F,T,N,F
11018756,White,N,M,F,English,F,T,T,N,F
11018759,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018768,Black or African American,N,F,F,English,F,F,T,N,F
11018771,Hispanic,H,M,F,English,F,T,T,N,F
11018774,Hispanic,H,M,F,English,F,F,T,N,F
11018777,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018780,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018786,Hispanic,H,F,T,Spanish,F,T,T,N,F
11018792,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018795,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018804,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018807,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018813,Hispanic,H,F,F,English,F,F,T,N,F
11018819,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018822,Hispanic,H,F,F,English,F,F,T,N,F
11018837,White,N,M,F,English,F,F,T,N,F
11018840,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018846,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018873,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018879,Hispanic,H,M,F,English,F,F,T,N,F
11018885,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018891,Hispanic,H,M,F,English,F,F,T,N,F
11018906,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018912,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018915,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018918,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018921,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018930,Hispanic,H,F,F,English,F,F,T,N,F
11018942,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018957,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018960,White,N,F,F,English,F,T,F,N,F
11018963,Hispanic,H,M,T,Spanish,F,T,T,N,F
11018966,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018969,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018981,Hispanic,H,F,T,Spanish,F,F,T,N,F
11018984,Hispanic,H,F,F,Spanish,F,F,T,N,F
11018993,Hispanic,H,M,F,English,T,F,T,N,F
11018996,Hispanic,H,M,T,Spanish,F,F,T,N,F
11018999,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019002,Black or African American,N,F,F,English,F,F,T,N,F
11019005,Black or African American,N,M,F,English,F,F,T,N,F
11019011,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019014,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019017,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019020,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019026,Hispanic,H,F,F,English,F,F,F,N,F
11019029,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019032,Hispanic,H,F,F,English,F,T,F,N,F
11019035,Hispanic,H,M,F,English,F,F,T,N,F
11019038,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019047,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019056,Black or African American,N,F,F,English,F,F,T,N,F
11019059,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019062,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019065,Hispanic,H,F,F,English,F,T,T,N,F
11019071,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019080,Hispanic,H,M,F,English,F,F,T,N,F
11019083,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019086,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019092,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019095,Hispanic,H,F,F,English,F,F,T,N,F
11019098,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019110,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019116,Hispanic,H,F,F,Spanish,F,F,T,N,F
11019119,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019131,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019137,Black or African American,N,F,F,English,F,T,F,N,F
11019149,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019152,Black or African American,N,M,F,English,F,F,F,N,F
11019155,Hispanic,H,M,F,English,F,F,T,N,F
11019161,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019164,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019167,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019179,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019182,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019188,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019191,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019197,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019200,Hispanic,H,M,F,English,F,F,T,N,F
11019203,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019206,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019209,Asian,N,F,T,Chinese,F,T,T,N,F
11019215,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019227,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019233,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019245,Hispanic,H,M,F,English,T,F,T,N,F
11019257,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019260,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019263,Hispanic,H,M,T,Spanish,F,F,F,N,F
11019269,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019275,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019281,Hispanic,H,M,T,Spanish,F,T,F,N,F
11019296,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019299,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019302,Hispanic,H,F,F,Spanish,F,T,T,N,F
11019305,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019308,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019314,Hispanic,H,M,F,English,F,F,T,N,F
11019317,Hispanic,H,M,T,Spanish,T,F,T,N,F
11019320,Hispanic,H,F,F,English,F,T,T,N,F
11019323,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019326,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019329,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019338,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019341,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019344,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019347,Hispanic,H,F,F,English,F,F,T,N,F
11019350,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019353,American Indian or Alaskan Na,N,F,F,English,F,F,F,N,F
11019356,White,N,F,F,English,F,T,F,N,F
11019359,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019362,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019365,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019368,White,N,F,T,Arabic,F,F,T,N,F
11019371,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019374,Hispanic,H,F,T,English,F,F,T,N,F
11019377,M Multi-Racial,N,F,F,English,F,F,F,N,F
11019380,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019383,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019392,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019395,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019401,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019404,Black or African American,N,M,F,English,F,F,T,N,F
11019407,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019410,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019419,Hispanic,H,M,T,Spanish,T,F,T,N,F
11019422,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019425,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019428,Hispanic,H,F,F,English,F,F,T,N,F
11019437,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019440,Black or African American,N,F,T,English,F,F,T,N,F
11019443,Hispanic,H,F,T,Spanish,F,F,F,N,F
11019452,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019455,M Multi-Racial,N,M,F,Spanish,F,F,T,N,F
11019470,Hispanic,H,M,F,Spanish,F,F,T,N,F
11019473,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019476,Hispanic,H,F,F,English,F,T,F,N,F
11019482,White,N,F,F,English,F,F,F,N,F
11019485,Hispanic,H,F,F,Spanish,F,T,T,N,F
11019488,White,N,M,T,Arabic,F,T,T,N,F
11019497,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019500,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019503,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019512,Hispanic,H,M,F,English,F,F,F,N,F
11019518,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019521,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019524,Hispanic,H,F,F,English,F,F,T,N,F
11019527,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019530,Hispanic,H,F,F,English,F,F,T,N,F
11019533,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019536,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019539,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019542,Hispanic,H,F,T,Spanish,T,F,T,N,F
11019545,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019548,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019551,White,N,M,F,English,F,F,F,N,F
11019563,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019572,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019578,Hispanic,H,F,F,Spanish,F,F,T,N,F
11019584,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019587,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019590,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019593,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019596,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019599,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019602,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019608,Hispanic,H,F,F,English,F,F,F,N,F
11019611,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019617,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019623,Hispanic,H,F,F,English,F,F,F,N,F
11019626,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019629,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019632,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019635,Hispanic,H,M,F,English,T,F,T,N,F
11019644,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019647,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019650,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019653,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019656,Hispanic,H,F,F,English,T,F,T,N,F
11019659,Hispanic,H,M,F,English,F,F,T,N,F
11019662,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019668,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019674,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019683,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019686,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019698,Hispanic,H,F,F,English,F,F,T,N,F
11019704,Hispanic,H,F,T,English,F,F,T,N,F
11019710,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019713,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019716,Hispanic,H,M,T,Spanish,F,T,T,N,F
11019725,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019728,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019731,Hispanic,H,M,T,Spanish,T,T,T,N,F
11019734,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019737,Hispanic,H,F,F,English,F,F,T,N,F
11019740,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019749,Hispanic,H,F,F,English,F,F,T,N,F
11019752,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019755,Asian,N,F,T,Burmese,F,T,T,N,F
11019758,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019761,Hispanic,H,F,T,Spanish,F,T,T,N,F
11019767,Hispanic,H,M,F,English,F,F,F,N,F
11019779,Hispanic,H,M,F,English,T,F,T,N,F
11019782,Hispanic,H,M,F,Spanish,F,T,T,N,F
11019788,Hispanic,H,F,F,English,F,F,T,N,F
11019794,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019797,Hispanic,H,M,T,Spanish,T,F,T,N,F
11019803,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019806,Black or African American,N,M,F,English,F,F,T,N,F
11019815,Hispanic,H,F,T,Spanish,T,F,T,N,F
11019824,Black or African American,N,F,F,English,F,F,T,N,F
11019827,Hispanic,H,F,F,English,F,F,F,N,F
11019836,Asian,N,F,T,Burmese,F,T,T,N,F
11019842,Hispanic,H,F,T,Spanish,F,F,T,N,F
11019845,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019848,Hispanic,H,M,T,Spanish,F,F,T,N,F
11019854,Black or African American,N,F,F,English,F,F,T,N,F
11019860,Hispanic,H,F,T,Spanish,F,F,T,N,F
